"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","AUDIOBOOK","2020","1","5","The Bhagavad Gita: A Walkthrough for Westerners (unabridged) (Unabridged)","Jack Hawley","Nonfiction, Religion & Spirituality","New World Library","2012"
"Digital","OverDrive","EBOOK","2020","1","44","The 18th Abduction: Women's Murder Club Series, Book 18","James Patterson","Fiction, Mystery, Suspense, Thriller","Hachette Digital, Inc.","2019"
"Physical","Horizon","BOOK","2020","1","1","Gong zhu zen mo wa bi shi? / wen/tu, Li Zhuoying.","Li, Zhuoying,","Childrens stories, Princesses Juvenile fiction, Picture books for children, Chinese language materials","Xin yi ji jin chu ban she,","2016."
"Digital","OverDrive","EBOOK","2020","1","1","My Best Friend, Maybe","Caela Carter","Young Adult Fiction, Young Adult Literature","Bloomsbury USA","2014"
"Physical","Horizon","SOUNDDISC","2020","1","1","The purloining of Prince Oleomargarine / by Mark Twain, Philip C. Stead & Erin Stead.","Twain, Mark, 1835-1910,","Human animal communication Juvenile fiction, Kidnapping Juvenile fiction, Princes Juvenile fiction, Animals Fiction, Kings queens rulers etc Fiction, Childrens audiobooks","Random House/Listening Library,","[2017]"
"Physical","Horizon","BOOK","2020","1","3","The treasure box / Margaret Wild ; illustrated by Freya Blackwood.","Wild, Margaret, 1948-","Refugees Juvenile fiction, Books Juvenile fiction","Candlewick Press,","2017."
"Physical","Horizon","BOOK","2020","1","1","Late wife : poems / Claudia Emerson.","Emerson, Claudia, 1957-2014",,"Louisiana State University Press,","[2005]"
"Physical","Horizon","SOUNDDISC","2020","1","2","Godzilla : the album.",,"Rock music 1991 2000, Motion picture music","Epic/Sony Music Soundtrax,","[1998]"
"Physical","Horizon","VIDEODISC","2020","1","1","Yes : owner of a lonely heart.","Yes (Musical group)","Yes Musical group, Rock music, Progressive rock music, Rock concert films, Concert films, Filmed performances","Laser Media,","[2014?]"
"Digital","OverDrive","EBOOK","2020","1","2","Jony Ive: The Genius Behind Apple's Greatest Products","Leander Kahney","Biography & Autobiography, Business, Nonfiction, Technology","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Dreaming the Beatles: The Love Story of One Band and the Whole World (unabridged) (Unabridged)","Rob Sheffield","Biography & Autobiography, Nonfiction","HarperCollins Publishers Inc.","2017"
"Digital","OverDrive","EBOOK","2020","1","2","The Life You Can Save: Acting Now to End World Poverty","Peter Singer","Nonfiction, Philosophy, Sociology","Random House, Inc.","2009"
"Digital","OverDrive","AUDIOBOOK","2020","1","6","Bloodline (Unabridged)","Claudia Gray","Fiction, Science Fiction","Books on Tape","2016"
"Physical","Horizon","BOOK","2020","1","4","Cognitive-behavioral therapy for adult ADHD : targeting executive dysfunction / Mary V. Solanto.","Solanto, Mary V.","Attention deficit disorder in adults, Cognitive therapy","The Guilford Press,","2013."
"Digital","OverDrive","EBOOK","2020","1","1","If It Makes You Happy","Claire Kann","Romance, Young Adult Fiction","Macmillan Publishers","2019"
"Physical","Horizon","BOOK","2020","1","1","Prisoner of midnight / Barbara Hambly.","Hambly, Barbara","Asher James Fictitious character Fiction, Ocean travel Fiction, Vampires Fiction, Rescues Fiction, Ships Fiction, World War 1914 1918 Fiction, Historical fiction, Fantasy fiction","Severn House,","2019."
"Digital","OverDrive","EBOOK","2020","1","1","Cheyenne Amber","Catherine Anderson","Fiction, Historical Fiction, Romance, Western","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2020","1","1","Yu-Gi-Oh! : 3-in-1 edition. Volume 5 / story & art by Kazuki Takahashi ; translation & English adaptation Joe Yamazaki.","Takahashi, Kazuki, 1961-","Yu Gi Oh Game Comic books strips etc, Augmented reality Comic books strips etc, Dueling Comic books strips etc, Fantasy comics, Graphic novels, Young adult fiction","VIZ Media,","[2016]."
"Physical","Horizon","VIDEODISC","2020","1","7","Empire Falls / HBO Films ; producer, William Teitler ; teleplay, Richard Russo ; directed by Fred Schepisi.",,"Blue collar workers Drama, Working class families Drama, Television mini series, Video recordings for the hearing impaired","HBO Video,","[2005]"
"Physical","Horizon","BOOK","2020","1","1","The Great Texas hamster drive : an original tall tale / by Eric A. Kimmel ; illustrated by Bruce Whatley.","Kimmel, Eric A.","Hamsters Juvenile fiction, Tall tales Juvenile fiction, West U S History Fiction","Marshall Cavendish Children,","2007."
"Physical","Horizon","BOOK","2020","1","1","Little Cloud and Lady Wind / Toni Morrison & Slade Morrison ; illustrated by Sean Qualls.","Morrison, Toni","Clouds Juvenile fiction, Winds Juvenile fiction, Individuality Juvenile fiction","Simon & Schuster Books for Young Readers,","2010."
"Physical","Horizon","VIDEODISC","2020","1","1","How to get away with murder. The complete second season / an ABC Studios production.",,"Women law teachers Drama, Law students Drama, Homicide Drama, Murder Drama, College teachers Drama, Legal television programs, Fiction television programs, Thrillers Television programs, Television series, Video recordings for the hearing impaired","ABC Studios,","2016."
"Physical","Horizon","BOOK","2020","1","1","Writing memoir together : a roundtable approach / Joan Tornow.","Tornow, Joan","Genealogy Authorship, Autobiography Authorship, Biography as a literary form","Ink Lake Publications,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2020","1","6","Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant (unabridged) (Unabridged)","W. Chan Kim","Business, Nonfiction","Gildan Media Corp","2009"
"Physical","Horizon","BOOK","2020","1","1","The Panama hat trail : a journey from South America / Tom Miller.","Miller, Tom, 1947-","Miller Tom 1947 Travel Ecuador, Hat trade Ecuador, Ecuador Description and travel, Ecuador Social life and customs","Adventure Press, National Geographic,","2001."
"Physical","Horizon","VIDEODISC","2020","1","2","The emperor's club / Universal Pictures and Beacon Pictures ; a Sidney Kimmel Entertainment, Longfellow Pictures and Live Planet production ; producers, Marc Abraham, Andy Karsch ; writer, Neil Tolkin ; director, Michael Hoffman.",,"Teachers Attitudes Drama, Students Attitudes Drama, Private schools Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Universal,","[2003]"
"Physical","Horizon","BOOK","2020","1","3","Franny and Zooey / J.D. Salinger.","Salinger, J. D. (Jerome David), 1919-2010","Women college students Fiction, Young men Fiction, Brothers and sisters Fiction, Dysfunctional families Fiction, New York N Y Fiction, Short stories","Back Bay Books / Little, Brown and Company,","2010."
"Physical","Horizon","BOOK","2020","1","3","The Lost for Words Bookshop / Stephanie Butland.","Butland, Stephanie","Booksellers and bookselling Fiction, Romance fiction","Thomas Dunne Books/St. Martin's Press,","2018."
"Digital","OverDrive","AUDIOBOOK","2020","1","9","Alexander the Great: His Life and His Mysterious Death (unabridged) (Unabridged)","Anthony Everitt","Biography & Autobiography, History, Military, Nonfiction","Books on Tape","2019"
"Physical","Horizon","VIDEODISC","2020","1","18","My cousin Rachel / Fox Searchlight Pictures ; in association with TSG Entertainment ; a Free Range film ; written for the screen and directed by Roger Michell ; produced by Kevin Loader.",,"Cousins Drama, Revenge Drama, Murder Drama, Feature films, Detective and mystery films, Historical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","20th Century Fox Home Entertainment,","[2017]"
"Digital","OverDrive","EBOOK","2020","1","3","I Love This Bar: Honky Tonk Series, Book 1","Carolyn Brown","Fiction, Romance, Western","Sourcebooks","2010"
"Physical","Horizon","VIDEODISC","2020","1","5","Maigret. Set 1 / Dune ; France 2 ; TSR ; RTBF ; La Cinq ; Ceska Televize ; with participation of CNC ; directed by Claude Goretta ... [and others].",,"Criminal investigation France 20th century Drama, Maigret Jules Fictitious character Drama, Made for TV movies, Detective and mystery television programs, Fiction television programs","MHZ Networks Home Entertainment,","2012."
"Physical","Horizon","BOOK","2020","1","1","The paying guests / Sarah Waters.","Waters, Sarah, 1966-","Widows Fiction, Hospitality Fiction, Boardinghouses England London Fiction, Large type books, London England Fiction, Historical fiction","Wheeler Publishing,","2015."
"Physical","Horizon","BOOK","2020","1","1","The guardians : an elegy / Sarah Manguso.","Manguso, Sarah, 1974-","Wulfson Harris J 1974 2008, Manguso Sarah 1974 Friends and associates, Suicide victims New York State New York Biography, Mentally ill New York State New York Biography","Farrar, Straus and Giroux,","2012."
"Digital","OverDrive","AUDIOBOOK","2020","1","5","The Third Pillar: How Markets and the State Leave the Community Behind (unabridged) (Unabridged)","Raghuram Rajan","Business, Economics, Nonfiction, Politics","Books on Tape","2019"
"Physical","Horizon","BOOK","2020","1","7","The immortal Hulk. [Vol. 4], Abomination / Al Ewing, writer ; Joe Bennett, penciller ; Ruy José with Belardino Brabo & Marc Deering, inkers ; Paul Mounts with Rachelle Rosenberg, color artists ; VC's Cory Petit, letterer.","Ewing, Al","Hulk Fictitious character Comic books strips etc Fiction, Assassins Comic books strips etc, Grave robbing Comic books strips etc, Comic books strips etc United States, Science fiction comics, Superhero comics, Horror comics, Graphic novels, Comics Graphic works","Marvel Worldwide, Inc.,","[2019]"
"Physical","Horizon","BOOK","2020","1","3","Rex finds an egg! egg! egg! / Steven Weinberg.","Weinberg, Steven, 1984-","Eggs Juvenile fiction, Tyrannosaurus rex Juvenile fiction, Dinosaurs Juvenile fiction","Margaret K. McElderry Books,","[2015]"
"Digital","OverDrive","EBOOK","2020","1","2","Final Breath","Kevin O'Brien","Fiction, Romance","Kensington Publishing Corp.","2011"
"Physical","Horizon","BOOK","2020","1","8","Beyond all reasonable doubt / Malin Persson Giolito ; translated from the Swedish by Rachel Willson-Broyles.","Persson Giolito, Malin, 1969-","Judicial error Fiction, Murder Investigation Fiction, Legal fiction Literature","Other Press,","[2019]"
"Physical","Horizon","BOOK","2020","1","1","Happy Nowruz : cooking with children to celebrate the Persian New Year / Najmieh Batmanglij.","Batmanglij, Najmieh, 1947-","Cooking Iranian Juvenile literature, Nawruz Festival Juvenile literature, Food habits Iran Juvenile literature, Cookbooks","Mage Publishers,","2015."
"Physical","Horizon","BOOK","2020","1","4","Tree house mystery / Gertrude Chandler Warner ; illustrations, David Cunningham.","Warner, Gertrude Chandler, 1890-1979","Boxcar children Fictitious characters Juvenile fiction, Orphans Juvenile fiction, Families Juvenile fiction, Brothers and sisters Fiction, Mystery and detective stories","A. Whitman,","[1969]"
"Physical","Horizon","BOOK","2020","1","2","Yé-Yé girls of '60's French pop / by Jean-Emmanuel Deluxe ; foreword by Lio.","Deluxe, Jean-Emmanuel, 1970-","Women singers France, Women singers France Pictorial works, Popular music France 1961 1970, Popular music France History and criticism Pictorial works","Feral House,","[2013]"
"Physical","Horizon","BOOK","2020","1","1","Grand slam / Heidi McLaughlin.","McLaughlin, Heidi (Romance fiction writer)","Man woman relationships Fiction, Baseball players Fiction, Romance fiction","Forever,","2017."
"Digital","OverDrive","EBOOK","2020","1","1","One Doctor: Close Calls, Cold Cases, and the Mysteries of Medicine","Brendan Reilly","Biography & Autobiography, History, Medical, Nonfiction","Simon & Schuster, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","1","3","Smorgasbord: The Art of Swedish Breads and Savory Treats [A Cookbook]","Johanna Kindvall","Cooking & Food, Nonfiction","Random House, Inc.","2017"
"Physical","Horizon","BOOK","2020","1","2","Remember D-day : the plan, the invasion, survivor stories / Ronald J. Drez ; with a foreword by David Eisenhower.","Drez, Ronald J., 1940-","World War 1939 1945 Campaigns France Normandy Juvenile literature, Operation Overlord Juvenile literature","National Geographic,","2015."
"Physical","Horizon","SOUNDDISC","2020","1","2","Let England shake / PJ Harvey.","Harvey, Polly Jean","Rock music 2011 2020","Vagrant Records,","[2011]"
"Physical","Horizon","BOOK","2020","1","11","The liar / Ayelet Gundar-Goshen ; translated from the Hebrew by Sondra Silverston.","Gundar-Goshen, Ayelet, 1982-","Truthfulness and falsehood Fiction, Sex crimes Fiction, Young women Israel Fiction, Reality television programs Israel Fiction, Celebrities Israel Fiction, Psychological fiction","Little, Brown and Company,","2019."
"Physical","Horizon","BOOK","2020","1","2","A perfect spy / John le Carré.","Le Carré, John, 1931-","Intelligence officers Great Britain Fiction, Missing persons Fiction, Traitors England Fiction, Defectors Great Britain Fiction, Fathers and sons Great Britain Fiction, Spy stories, Suspense fiction","Penguin Books,","2011."
"Physical","Horizon","BOOK","2020","1","1","Die laughing / Franquin ; [translator, Jenna Allen].","Franquin, 1924-1997,","Culture Comic books strips etc, Civilization Comic books strips etc, Politicians Comic books strips etc, Comics Graphic works, Graphic novels","Fantagraphics Books,","[2018]"
"Digital","OverDrive","EBOOK","2020","1","5","Sacred Stone: Oregon Files, Book 2","Clive Cussler","Fiction, Thriller","Penguin Group (USA), Inc.","2010"
"Physical","Horizon","VIDEODISC","2020","1","100","High life / directed by Claire Denis ; written by Claire Denis, Jean-Pol Fargeau ; produced by Andrew Lauren, D.J. Gugenheim, Claudia Steffen, Christoph Friedel, Laurence Clerc, Olivier Thery Lapiney, Oliver Dungey, Klaudia Śmieja ; Andrew Lauren Productions presents ; with the participation of the BFI ; in co-production with Arte France Cinema, ZDF/Arte ; in association with Wild Bunch ; a film produced by Pandora Film Produktion, Alcatraz Films, The Apocalypse Films Company, Madants.",,"Interplanetary voyages Drama, Black holes Astronomy Drama, Survival Drama, Fathers and daughters Drama, Death row inmates Drama, Human experimentation in medicine Drama, Feature films, Fiction films, Science fiction films, Action and adventure films, Detective and mystery films, Thrillers Motion pictures, Experimental films, Video recordings for the hearing impaired","Lionsgate,","[2019]"
"Physical","Horizon","BOOK","2020","1","7","Call down the hawk / Maggie Stiefvater.","Stiefvater, Maggie, 1981-","Dreams Fiction, Magic Fiction, Fantasy, Young adult fiction, Fantasy fiction, Paranormal fiction","Scholastic Press,","2019."
"Physical","Horizon","BOOK","2020","1","1","Black hole focus : how intelligent people can create a powerful purpose for their lives / Isaih Hankel, PhD.","Hankel, Isaiah","Change Psychology, Success Psychological aspects","Capstone, a Wiley brand,","2014."
"Physical","Horizon","BOOK","2020","1","2","Creating augmented and virtual realities : theory and practice for next-generation spatial computing / edited by Erin Pangilinan, Steve Lukas, and Vasanth Mohan.",,"Augmented reality, Virtual reality","O'Reilly Media,","[2019]"
"Digital","OverDrive","EBOOK","2020","1","8","The Turner House","Angela Flournoy","African American Fiction, Fiction","Houghton Mifflin Harcourt Trade and Reference","2015"
"Digital","OverDrive","EBOOK","2020","1","3","Book Clubbed: A Booktown Mystery Series, Book 8","Lorna Barrett","Fiction, Mystery","Penguin Group (USA), Inc.","2014"
"Physical","Horizon","BOOK","2020","1","8","The carnivorous carnival / by Lemony Snicket ; illustrations by Brett Helquist.","Snicket, Lemony","Orphans Juvenile fiction, Brothers and sisters Fiction, Carnivals Juvenile fiction, Humorous stories","HarperCollins,","[2002]"
"Physical","Horizon","BOOK","2020","1","2","The Freedom Writers diary : how a teacher and 150 teens used writing to change themselves and the world around them / the Freedom Writers with Erin Gruwell ; foreword by Zlata Filipovic.","Freedom Writers","Teenagers United States Diaries Juvenile literature, Toleration United States Juvenile literature","Broadway Books,","[2009, c1999]"
"Physical","Horizon","BOOK","2020","1","6","How to fix a broken heart / Guy Winch ; illustrations by Henn Kim.","Winch, Guy","Loss Psychology, Grief, Adjustment Psychology, Separation Psychology","Simon & Schuster,","2018."
"Physical","Horizon","BOOK","2020","1","4","The assassination of Fred Hampton : how the FBI and the Chicago police murdered a Black Panther / Jeffrey Haas.","Haas, Jeffrey","Hampton Fred 1948 1969, Black Panther Party, Assassination Illinois Chicago","Lawrence Hill Books,","2019"
"Physical","Horizon","SOUNDDISC","2020","1","2","The first 90 days : [proven strategies for getting up to speed faster and smarter] / Michael D. Watkins.","Watkins, Michael, 1956-","Leadership, Executive ability, Strategic planning, Management, Audiobooks","Gildan Media LLC,","[2013]"
"Physical","Horizon","BOOK","2020","1","4","Maisy goes to the hospital / Lucy Cousins.","Cousins, Lucy","Maisy Fictitious character from Cousins Juvenile fiction, Medical fiction, Animals Fiction","Candlewick Press,","2007."
"Physical","Horizon","BOOK","2020","1","3","The 22 immutable laws of marketing : violate them at your own risk / Al Ries and Jack Trout.","Ries, Al","Marketing","HarperBusiness,","1994."
"Digital","OverDrive","EBOOK","2020","1","1","Caring for Your Horse","Lesley Ward","Nonfiction, Pets","Lightning Source Inc","2012"
"Physical","Horizon","SOUNDDISC","2020","1","2","Confrontation / Bob Marley & the Wailers.","Marley, Bob","Reggae music","Tuff Gong/Island,","[2001]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Three Little Words: Bridesmaids Behaving Badly Series, Book 3 (unabridged) (Unabridged)","Ang¿le Masters","Fiction, Humor (Fiction), Literature, Romance","Hachette Audio","2019"
