"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2020","1","1","The Adventures of Huckleberry Finn (World Digital Library Edition): Tom Sawyer and Huck Finn Series, Book 2","Mark Twain","Classic Literature, Fiction","Barnes & Noble World Digital Library","2005"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","The Beasts of Tarzan: Tarzan Series, Book 3 (unabridged) (Unabridged)","Edgar Rice Burroughs","Classic Literature, Fiction, Literature, Thriller","Tantor Media, Inc","2009"
"Digital","OverDrive","EBOOK","2020","1","2","Strong, Hot Winds: A Loveswept Classic Romance","Iris Johansen","Fiction, Romance, Suspense","Random House, Inc.","2013"
"Digital","OverDrive","EBOOK","2020","1","1","Fire and Fury: Chronicles of Avantia, Book 4","Adam Blade","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2014"
"Physical","Horizon","VIDEODISC","2020","1","5","Sherlock. Season one / Hartswood Films production for BBC Wales in co-production with Masterpiece ; producer, Sue Vertue ; written by Steven Moffat, Steve Thompson, Mark Gatiss ; directed by Paul McGuigan, Euros Lyn.",,"Holmes Sherlock Drama, Watson John H Fictitious character Drama, Private investigators Drama, Television series, Detective and mystery television programs, Fiction television programs, Video recordings for the hearing impaired","BBC Video ; Distributed by Warner Home Video,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2020","1","4","Duty or Desire (Unabridged)","Brenda Jackson","African American Fiction, Fiction, Romance, Western","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","2","Blood Promise: Vampire Academy Series, Book 4","Richelle Mead","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2009"
"Physical","Horizon","BOOK","2020","1","2","More than a princess / E.D. Baker.","Baker, E. D.","Fairies Juvenile fiction, Princesses Juvenile fiction, Magic Juvenile fiction, Self confidence Juvenile fiction, Fairy tales","Bloomsbury,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","The Cazuela That the Farm Maiden Stirred (Unabridged)","Samantha R Vamos","Beginning Reader, Juvenile Fiction","Live Oak Media","2016"
"Physical","Horizon","BOOK","2020","1","3","The Haters / Jesse Andrews.","Andrews, Jesse","Bands Music Juvenile fiction, Musicians Juvenile fiction, Friendship Juvenile fiction","Amulet Books,","2016."
"Physical","Horizon","BOOK","2020","1","3","Flo & Wendell / William Wegman.","Wegman, William","Brothers and sisters Juvenile fiction, Families Juvenile fiction, Weimaraner Dog breed Juvenile fiction, Dogs Juvenile fiction, Family life Fiction","Dial Books for Young Readers,","[2013]"
"Physical","Horizon","BOOK","2020","1","7","B is for breathe : the ABCs of coping with fussy and frustrating feelings / by Dr. Melissa Munro Boyd.","Boyd, Melissa Munro.","Emotions Juvenile literature, Self control in children Juvenile literature","Melissa Munro Boyd,","2019."
"Digital","OverDrive","EBOOK","2020","1","1","Four in Hand","STEPHANIE LAURENS","Fiction, Historical Fiction, Romance","Harlequin Enterprises, Ltd.","2009"
"Physical","Horizon","BOOK","2020","1","1","Fortuny / Pere Gimferrer ; translated by Adrian West ; [introduction by Octavio Paz].","Gimferrer, Pere, 1945-",,"Verba Mundi/David R. Godin, Publisher,","[2015]"
"Physical","Horizon","BOOK","2020","1","3","The awkward age / Francesca Segal.","Segal, Francesca, 1980-","Stepfamilies Fiction, Teenagers Family relationships Fiction, Bildungsromans, Domestic fiction","Riverhead Books, an imprint of Penguin Random House LLC,","[2017]"
"Physical","Horizon","BOOK","2020","1","6","Here are my hands / by Bill Martin, Jr. and John Archambault ; illustrated by Ted Rand.","Martin, Bill, 1916-2004","Human body Juvenile fiction, Stories in rhyme Juvenile fiction","Holt,","1987."
"Digital","OverDrive","EBOOK","2020","1","2","Sea Rose Lane: Hope Harbor Series, Book 2","Irene Hannon","Fiction, Romance","Baker Publishing Group","2016"
"Digital","OverDrive","AUDIOBOOK","2020","1","9","The Awakened Family: A Revolution in Parenting (unabridged) (Unabridged)","Shefali Tsabary","Family & Relationships, Nonfiction, Psychology, Sociology","Books on Tape","2016"
"Digital","OverDrive","EBOOK","2020","1","2","Ru: A Novel","Kim Thúy","Fiction, Literature","Bloomsbury USA","2012"
"Physical","Horizon","VIDEODISC","2020","1","6","K'isŭ mŏnjŏ halkkayo? = Shall we kiss first ? = Neng xian jie wen ma? / SBS.",,"Man woman relationships Korea South Drama, Television mini series, Romantic comedy television programs, Fiction television programs","Ocean Rainbow Interantioanl Ltd.,","[2018]"
"Physical","Horizon","SOUNDDISC","2020","1","2","Houndsley and Catina and the birthday surprise / by James Howe.","Howe, James, 1946-","Surprise birthday parties Juvenile fiction, Dogs Juvenile fiction, Cats Juvenile fiction, Friendship Juvenile fiction","Live Oak Media,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","Las Bellas Hijas de Mufaro (Unabridged)","John Steptoe","Juvenile Fiction, Mythology","Live Oak Media","2017"
"Digital","OverDrive","EBOOK","2020","1","10","The Danish Way of Parenting: What the Happiest People in the World Know About Raising Confident, Capable Kids","Jessica Joelle Alexander","Family & Relationships, Nonfiction","Penguin Group (USA), Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2020","1","4","Over the Edge: Alex Delaware Series, Book 3 (unabridged) (Unabridged)","Jonathan Kellerman","Fiction, Mystery, Suspense, Thriller","Books on Tape","2014"
"Physical","Horizon","SOUNDDISC","2020","1","1","A very special Christmas : bringing peace on earth.",,"Christmas music, Carols English, Contemporary Christian music","Word/Curb Records,","[2012]"
"Physical","Horizon","VIDEODISC","2020","1","3","The Larry Sanders show. Season four / Partners with Boundaries Productions ; Sony Pictures Television.",,"Television talk shows Drama, Television talk show hosts Drama, Television comedies, Television series, Fiction television programs, Video recordings for the hearing impaired","Mill Creek Entertainment,","[2015]"
"Physical","Horizon","BOOK","2020","1","1","Green planet : [life in our woods and forests] / by Moira Butterfield ; illustrated by Jonathan Woodward.","Butterfield, Moira, 1960-","Forests and forestry Juvenile literature, Animals Juvenile literature","360 Degrees, an imprint of Tiger Tales,","2019."
"Digital","OverDrive","EBOOK","2020","1","2","Enticed by His Forgotten Lover","Maya Banks","Fiction, Passion, Romance","Harlequin Enterprises, Ltd.","2013"
"Digital","OverDrive","EBOOK","2020","1","3","Leprechaun in Late Winter","Mary Pope Osborne","Historical Fiction, Juvenile Fiction","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","5","Paris Without End: The True Story of Hemingway's First Wife","Gioia Diliberto","Biography & Autobiography, Nonfiction","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","SOUNDDISC","2020","1","1","The black rider.","Waits, Tom, 1949-","Popular music 1991 2000","Island Records,","[1993]"
"Physical","Horizon","BOOK","2020","1","1","Gurlesque : the new grrly, grotesque, burlesque poetics / [edited by Lara Glenum and Arielle Greenberg].",,"Feminism Poetry","Saturnalia Books ; Distributed by University Press of New England,","[2010]"
"Physical","Horizon","BOOK","2020","1","4","Breathe with me : using breath to feel strong, calm, and happy / by Mariam Gates ; illustrated by Sarah Jane Hinder.","Gates, Mariam","Breathing exercises Therapeutic use Juvenile literature, Relaxation Juvenile literature, Child mental health","Sounds True, Inc.,","2018."
"Digital","OverDrive","EBOOK","2020","1","1","The 37th Parallel: The Secret Truth Behind America's UFO Highway","Ben Mezrich","Biography & Autobiography, New Age, Nonfiction","Simon & Schuster, Inc.","2016"
"Physical","Horizon","BOOK","2020","1","17","Girls & sex : navigating the complicated new landscape / Peggy Orenstein.","Orenstein, Peggy","Teenage girls Sexual behavior United States, Young women Sexual behavior United States","Harper, an imprint of HarperCollinsPublishers,","[2016]"
"Physical","Horizon","VIDEODISC","2020","1","1","The life and times of Allen Ginsberg / produced and directed by Jerry Aronson.",,"Ginsberg Allen 1926 1997, Poets American 20th century Biography, United States Social conditions 1960 1980, Feature films, Biographical films, Documentary films, Nonfiction films","Distributed in the U.S. by New Video,","[2013]"
"Digital","OverDrive","EBOOK","2020","1","1","Dinner Chez Moi: 50 French Secrets to Joyful Eating and Entertaining","Elizabeth Bard","Cooking & Food, Nonfiction","Hachette Digital, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","1","8","The Call of the Wild (Unabridged)","Jack London","Juvenile Fiction, Juvenile Literature","Books on Tape","2010"
"Digital","OverDrive","EBOOK","2020","1","1","The Trillion-Dollar Conspiracy: How the New World Order, Man-Made Diseases, and Zombie Banks Are Destroying America","Jim Marrs","Nonfiction, Politics","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","SOUNDDISC","2020","1","1","Music of Vladimir Martynov.","Martynov, V. I. (Vladimir Ivanovich), 1946-","String quartets, String quintets Violins 2 viola cellos 2","Nonesuch,","[2012]"
"Digital","OverDrive","AUDIOBOOK","2020","1","4","Resilience: Hard-Won Wisdom for Living a Better Life (unabridged) (Unabridged)","Eric Greitens","Nonfiction, Self-Improvement","Macmillan Audio","2015"
"Physical","Horizon","VIDEODISC","2020","1","1","Hana saku minato = Port of Flowers / Janus Films ; a Shochiku film ; directed by Keisuke Kinoshita ; screenplay by Yoshiro Tsuji.",,"Swindlers and swindling Drama, Conscience Drama, Feature films, Fiction films, Comedy films, Motion pictures Japanese","[Publisher not identified],","[2014]"
"Physical","Horizon","BOOK","2020","1","1","The active life : a spirituality of work, creativity, and caring / Parker J. Palmer.","Palmer, Parker J.","Spirituality","Jossey-Bass,","[1999]"
"Physical","Horizon","BOOK","2020","1","1","Primrose Lane / Debbie Mason.","Mason, Debbie (Novelist)","Physicians Fiction, Guardian and ward Fiction, Man woman relationships Fiction, Romance fiction","Forever/Hachette Book Group,","2017."
"Physical","Horizon","BOOK","2020","1","3","The complete Cook's Country TV show cookbook : every recipe and every review from all ten seasons / the editors at America's Test Kitchen.",,"Cooking American, Cookbooks","America's Test Kitchen,","[2017]"
"Physical","Horizon","BOOK","2020","1","2","The Merriam-Webster thesaurus.",,"English language Synonyms and antonyms","Merriam-Webster,","[2005]"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Good Boss, Bad Boss: How to Be the Best... and Learn from the Worst (unabridged) (Unabridged)","Robert I. Sutton","Business, Management, Nonfiction","Hachette Audio","2010"
"Digital","OverDrive","EBOOK","2020","1","1","The Doctor and the Kid","Mike Resnick","Fantasy, Fiction, Historical Fiction, Science Fiction","Simon & Schuster, Inc.","2013"
"Physical","Horizon","BOOK","2020","1","4","Where's the pair? : a spotting book / Britta Teckentrup.","Teckentrup, Britta","Picture puzzles Juvenile literature, Animals Juvenile literature","Big Picture Press, an imprint of Candlewick Press,","2015."
"Physical","Horizon","BOOK","2020","1","3","Boing! : a very noisy ABC / written by Tim McCanna ; illustrated by Jorge Martin.","McCanna, Tim","Balls Sporting goods Juvenile fiction, Sounds Words for Juvenile fiction, Alphabet Juvenile literature","Simon & Schuster Books for Young Readers,","2018."
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Anne Frank Remembered (Unabridged)","Miep Gies","Biography & Autobiography, History, Nonfiction","Oasis Audio, LLC","2010"
"Physical","Horizon","BOOK","2020","1","1","Carthage must be destroyed : the rise and fall of an ancient civilization / Richard Miles.","Miles, Richard, 1969-","Hannibal 247 B C 182 B C, Carthage Extinct city History, Rome History Republic 265 30 B C","Viking,","2011."
"Physical","Horizon","BOOK","2020","1","1","Printmaking in America : collaborative prints and presses, 1960-1990 / Trudy V. Hansen ... [and others].",,"Prints American Exhibitions, Prints United States 20th century Exhibitions, Group work in art United States Exhibitions","H.N. Abrams in association with Mary and Leigh Block Gallery, Northwestern University,","1995."
"Physical","Horizon","BOOK","2020","1","2","Slave ship; a one act play.","Baraka, Amiri, 1934-2014","African Americans in literature","Jihad Productions,","[1969]"
"Physical","Horizon","BOOK","2020","1","1","Victoria : the heart and mind of a young queen : official companion to the Masterpiece presentation on PBS / foreword by Daisy Goodwin ; written by Helen Rappaport.","Rappaport, Helen","Victoria Queen of Great Britain 1819 1901 Correspondence, Victoria Queen of Great Britain 1819 1901, Victoria Television program","Harper Design, an imprint of HarperCollins Publishers,","2017."
"Digital","OverDrive","EBOOK","2020","1","3","The Kid Stays in the Picture: A Notorious Life","Robert Evans","Biography & Autobiography, Nonfiction, Performing Arts","HarperCollins Publishers Inc.","2013"
"Digital","OverDrive","EBOOK","2020","1","1","The Eternal Temple: Ramses Series, Book 2","Christian Jacq","Fantasy, Fiction, Historical Fiction, Mythology","Hachette Digital, Inc.","2012"
"Physical","Horizon","VIDEODISC","2020","1","1","The Rocky Mountain fly highway / a Wide Eye Production ; directed by Tom Hadzor ; produced by Jennifer Isenhart, Tom Skerritt ; written by Tim Woodward.",,"Fly fishing Rocky Mountains, Rocky Mountains, Instructional films, Video recordings for the hearing impaired","Wide Eye Productions,","[2014]"
"Digital","OverDrive","EBOOK","2020","1","6","Pietr the Latvian: Inspector Maigret Series, Book 1","Georges Simenon","Fiction, Mystery, Suspense, Thriller","Penguin Group (USA), Inc.","2017"
"Physical","Horizon","BOOK","2020","1","3","Loving bravely : 20 lessons of self-discovery to help you get the love you want / Alexandra H. Solomon, PhD.","Solomon, Alexandra H.","Love, Self consciousness Awareness, Man woman relationships Psychological aspects","New Harbinger Publications,","[2017]"
"Physical","Horizon","BOOK","2020","1","6","Stella by starlight / Sharon M. Draper.","Draper, Sharon M. (Sharon Mills)","Ku Klux Klan 1915 Juvenile fiction, Prejudices Juvenile fiction, Segregation Juvenile fiction, Civil rights Juvenile fiction, African Americans Juvenile fiction, North Carolina History 20th century Juvenile fiction","Atheneum Books for Young Readers,","[2015]"
"Physical","Horizon","BOOK","2020","1","9","Little Oink / by Amy Krouse Rosenthal ; illustrated by Jen Corace.","Rosenthal, Amy Krouse","Cleanliness Fiction, Orderliness Fiction, Pigs Fiction","Chronicle Books,","[2009]"
"Physical","Horizon","BOOK","2020","1","1","A travel guide to archaeological Mexico / by Robert D. Wood.","Wood, Robert D., 1927-","Indians of Mexico Antiquities, Mexico Antiquities, Mexico Guidebooks","Hastings House,","[1979]"
"Physical","Horizon","BOOK","2020","1","25","If you give a pig a party / by Laura Numeroff ; illustrated by Felicia Bond.","Numeroff, Laura Joffe","Pigs Fiction","Laura Geringer Books,","2005."
"Digital","OverDrive","EBOOK","2020","1","1","So Pretty! Crochet: Inspiration and Instructions for 24 Stylish Projects","Amy Palanjian","Crafts, Nonfiction","Chronicle Books","2012"
"Digital","OverDrive","EBOOK","2020","1","1","The Land of Forgotten Girls","Erin Entrada Kelly","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2020","1","24","Phoebe and her Unicorn in The magic storm / Dana Simpson.","Simpson, Dana, 1977-","Girls Comic books strips etc, Unicorns Comic books strips etc, Friendship Comic books strips etc, Magic Comic books strips etc, Cartoons and comics, Fantasy comics, Graphic novels","Andrews McMeel Publishing, a division of Andrews McMeel Universal,","[2017]"
"Physical","Horizon","BOOK","2020","1","9","Olivia goes to Venice / written and illustrated by Ian Falconer.","Falconer, Ian, 1959-","Pigs Fiction, Vacations Juvenile fiction, Venice Italy Juvenile fiction, Italy Fiction","Atheneum Books for Young Readers,","2010."
"Physical","Horizon","VIDEODISC","2020","1","5","Bluehill Avenue / Artisan Entertainment ; Cahoots Productions and Asiatic Associates ; in association with Glen Shaffer and Den Pictures ; produced by Brian ""Killa B"" Hinds, Mike Erwin, J. Max Kirishima ; written and directed by Craig Ross, Jr.",,"Drug dealers Drama, Drug traffic Drama, Feature films, Thrillers Motion pictures, Fiction films","Artisan Home Entertainment,","[2003]"
"Physical","Horizon","BOOK","2020","1","1","Yŏja ŭi insaeng ŭn otchang sok ŭl talmatta / Bŭrenda Kʻinsel chiŭm ; Pak Sŏl-lyŏng omgim.","Kinsel, Brenda, 1952-","Costume, Fashion, Middle aged women","Ungjin Ssingkʻŭ Bik, Ungjin Wingsŭ,","2007."
"Digital","OverDrive","AUDIOBOOK","2020","1","5","Sylvester and the Magic Pebble (Unabridged)","William Steig","Juvenile Fiction, Juvenile Literature","Weston Woods Studios Inc., a subsidiary of Scholastic Inc.","2007"
"Physical","Horizon","BOOK","2020","1","7","Mindful smplicity : practical strategies for finding harmony in your home, work, and life / Yolanda V. Acree.","Acree, Yolanda V.,","Simplicity, Self help publications","Rockridge Press,","[2019]"
"Physical","Horizon","BOOK","2020","1","2","Behind the canvas / Alexander Vance.","Vance, Alexander P. (Alexander Phillip), 1978-","Painting Juvenile fiction, Magic Juvenile fiction, Witches Juvenile fiction, Friendship Juvenile fiction, Adventure stories, Adventure and adventurers Fiction, Adventure fiction","Feiwel and Friends,","2016."
"Digital","OverDrive","AUDIOBOOK","2020","1","5","A Conspiracy of Truths (Unabridged)","Alexandra Rowland","Fantasy, Fiction, Literature, Mythology","Simon & Schuster - Audiobooks","2019"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Raven on the Wing: Hagen Series, Book 2 (unabridged) (Unabridged)","Kay Hooper","Fiction, Romance","Blackstone Audio, Inc.","2011"
"Physical","Horizon","BOOK","2020","1","27","Penny and her sled / Kevin Henkes.","Henkes, Kevin","Sleds Juvenile fiction, Patience Juvenile fiction, Mice Juvenile fiction, Readers Publications","Greenwillow Books, an imprint of HarperCollinsPublishers,","2019"
"Physical","Horizon","BOOK","2020","1","3","Ada's violin : the story of the Recycled Orchestra of Paraguay / Susan Hood ; illustrated by Sally Wern Comport.","Hood, Susan, 1954-","Bordados Ada Maribel Rios Juvenile literature, Orquesta de Instrumentos Reciclados Cateura Juvenile literature, Orchestra Paraguay Asunci¢n Juvenile literature, Orchestral musicians Paraguay Asunci¢n Juvenile literature","Simon & Schuster Books for Young Readers,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Frindle (Unabridged)","Andrew Clements","Humor (Fiction), Juvenile Fiction","Simon & Schuster - Audiobooks","2009"
"Digital","OverDrive","EBOOK","2020","1","1","Travels with Herodotus","Ryszard Kapuscinski","Biography & Autobiography, History, Nonfiction","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2020","1","1","Emu's Halloween / Anne Mangan ; illustrated by David Cornish.","Mangan, Anne, 1942-","Emus Juvenile fiction, Halloween Juvenile fiction, Animals Australia Juvenile fiction, Friendship Juvenile fiction, Picture books, Stories in rhyme","Angus & Robertson, an imprint of HarperCollins Children's Books,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","The Yellow Birds: A Novel (unabridged) (Unabridged)","Kevin Powers","Fiction, Literature","Hachette Audio","2018"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Why We Came to the City (Unabridged)","Kristopher Jansma","African American Fiction, Fiction, Literature","Books on Tape","2016"
"Physical","Horizon","BOOK","2020","1","1","Strangers assume my girlfriend is my nurse / Shane Burcaw.","Burcaw, Shane","Burcaw Shane Health, Spinal muscular atrophy Patients United States Biography, People with disabilities United States, Essays, Autobiographies","Roaring Brook Press,","2019."
"Digital","OverDrive","EBOOK","2020","1","2","The Waning Age","S. E. Grove","Fantasy, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2019"
"Physical","Horizon","BOOK","2020","1","2","Rashomon : a commissioner Heigo Kobayashi case / story and art by Victor Santos ; letters by Ryane Hill & John J. Hill ; translations by Katie LaBarbera.","Santos, Victor, 1977-","Samurai Comic books strips etc, Comics Graphic works, Graphic novels","Dark Horse Books,","2017."
"Physical","Horizon","VIDEODISC","2020","1","2","Disco & atomic war / a film by Jaak Kilmi ; produced by Kiur Aarma ; Eetriüksus - Helsinki Film.",,"Censorship Estonia History 20th century, Television broadcasting Finland History 20th century, Television broadcasting Estonia History 20th century, Nationalism Estonia History 20th century, Cold War Social aspects Estonia, Estonia History 1940 1991, Estonia Social life and customs 20th century, Documentary films","Icarus Films,","[2014], c2009."
"Physical","Horizon","BOOK","2020","1","1","When you reach me / Rebecca Stead.","Stead, Rebecca","Large type books Juvenile fiction, Space and time Fiction, New York N Y History 1951 Juvenile fiction","Thorndike Press,","2010."
"Digital","OverDrive","EBOOK","2020","1","1","Fragile: A Novel","Lisa Unger","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2020","1","3","Race for Profit: How Banks and the Real Estate Industry Undermined Black Homeownership","Keeanga-Yamahtta Taylor","African American Nonfiction, History, Nonfiction, Sociology","Lightning Source Inc","2019"
"Physical","Horizon","BOOK","2020","1","4","The atlas of happiness : the global secrets of how to be happy / Helen Russell.","Russell, Helen, 1980-","Happiness, Self actualization Psychology, Happiness Cross cultural studies","Running Press,","2019."
"Digital","OverDrive","EBOOK","2020","1","2","How to Write a Selling Screenplay","Christopher Keane","Nonfiction, Performing Arts","Random House, Inc.","2009"
"Physical","Horizon","SOUNDDISC","2020","1","1","Why : the 2nd mini album / Taeyeon.","Taeyeon (Kim Tae-yeon), 1989-","Popular music Korea South 2011 2020, Songs Korean Korea South, Popular music","S.M. Entertainment,","[2016]"
"Physical","Horizon","BOOK","2020","1","7","The good lord bird / James McBride.","McBride, James, 1957-","Brown John 1800 1859 Fiction, Fugitive slaves United States Fiction, Abolitionists Fiction, Harpers Ferry W Va History John Browns Raid 1859 Fiction, Historical fiction","Riverhead Books,","2013."
"Digital","OverDrive","EBOOK","2020","1","1","Of Human Bondage","W. Somerset Maugham","Classic Literature, Fiction","Penguin Group (USA), Inc.","2010"
"Physical","Horizon","VIDEODISC","2020","1","8","The X-files. The complete season 11 / Twentieth Century Fox Television ; Ten Thirteen Productions.",,"Mulder Fox Fictitious character Drama, Scully Dana Fictitious character Drama, United States Federal Bureau of Investigation Drama, Human alien encounters Drama, Informers Drama, Government investigators Drama, Television series, Science fiction television programs, Detective and mystery television programs, Thrillers Television programs, Fiction television programs, Video recordings for the hearing impaired","20th Century Fox Home Entertainment,","[2018]"
"Physical","Horizon","BOOK","2020","1","1","The handmade marketplace / Kari Chapin ; illustrated by Emily Martin (a.k.a The Black Apple) and Jen Shelley.","Chapin, Kari","Handicraft industries, Selling Handicraft","Storey Pub.,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2020","1","2","Mission Hurricane: The 39 Clues: Doublecross Series, Book 3 (unabridged) (Unabridged)","Jenny Goebel","Juvenile Fiction, Mystery","Scholastic Inc. Audiobooks","2016"
"Physical","Horizon","BOOK","2020","1","1","Phedra / Jean Racine ; English stage version by Robert David MacDonald.","MacDonald, Robert David","Phaedra Greek mythology Drama, Tragedies","Amber Lane Press ; Applause Theatre Book Publishers,","1985."
"Physical","Horizon","BOOK","2020","1","2","The jury master / Robert Dugoni.","Dugoni, Robert","Conspiracies Fiction, Murder Investigation Fiction, San Francisco Calif Fiction, Legal stories, Suspense fiction","Popular Library,","2007."
"Physical","Horizon","BOOK","2020","1","14","Garfield life in the fat lane / Jim Davis.","Davis, Jim, 1945 July 28-","Garfield Fictitious character Comic books strips etc, Cats Comic books strips etc, Pets Comic books strips etc, Pet owners Comic books strips etc, American wit and humor Pictorial, Comic books strips etc United States, Cartoons and comics, Wit and humor Pictorial, Comic books strips etc","Ballantine,","2014."
"Physical","Horizon","BOOK","2020","1","2","Essential glow / Stephanie Gerber.","Gerber, Stephanie","Essences and essential oils, Aromatherapy, Skin Care and hygiene, Illustrated books","Weldon Owen,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","Far Away (Unabridged)","Lisa Graff","Juvenile Fiction, Juvenile Literature","Books on Tape","2019"
"Physical","Horizon","SOUNDDISC","2020","1","1","Defending your faith : an introduction to apologetics / R.C. Sproul.","Sproul, R. C. (Robert Charles), 1939-2017","Apologetics","Hovel Audio,","2008."
"Physical","Horizon","BOOK","2020","1","1","Mystery of the flying express / by Franklin W. Dixon.","Dixon, Franklin W.","Mystery and detective stories","Grosset & Dunlap,","[1970]"
"Physical","Horizon","BOOK","2020","1","1","Zingerman's Bakehouse / Amy Emberling & Frank Carollo ; photographs by Antonis Achilleos.","Emberling, Amy","Zingermans Bakehouse, Bread, Cookbooks","Chronicle Books,","[2017]"
"Digital","OverDrive","EBOOK","2020","1","16","The Peacock Emporium: A Novel","Jojo Moyes","Fiction, Literature, Romance","Penguin Group (USA), Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","10","Gmorning, Gnight!: Little Pep Talks for Me & You","Lin-Manuel Miranda","Humor (Nonfiction), Nonfiction, Self-Improvement","Random House, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Big Business: A Love Letter to an American Anti-Hero (unabridged) (Unabridged)","Tyler Cowen","Business, Nonfiction","Macmillan Audio","2019"
"Physical","Horizon","BOOK","2020","1","1","Hungry ghost theater : a novel / Sarah Stone.","Stone, Sarah, 1961-","Families Fiction, Brothers and sisters Fiction, Sisters Fiction, Theater Fiction, Mental illness Fiction, Substance abuse Fiction, Children of mentally ill mothers Fiction, Psychological fiction","WTAW Press,","[2018]"
"Digital","OverDrive","EBOOK","2020","1","18","Girl, Wash Your Face: Stop Believing the Lies About Who You Are so You Can Become Who You Were Meant to Be","Rachel Hollis","Family & Relationships, Nonfiction, Religion & Spirituality, Self-Improvement","Thomas Nelson Inc.","2018"
"Physical","Horizon","BOOK","2020","1","1","Gió làng : tiểu thuyết / Phùng Kim Trọng.","Phùng, Kim Trọng","Families Fiction","Nhà xuất bản Phụ nữ,","[2008]"
"Physical","Horizon","SOUNDDISC","2020","1","2","Not too late / Norah Jones.","Jones, Norah, 1979-","Popular music 2001 2010, Jazz 2001 2010, Jazz vocals","Blue Note,","[2006]"
"Physical","Horizon","SOUNDDISC","2020","1","6","One light one sun / Raffi.","Raffi","Childrens songs Juvenile sound recordings, Songs","Rounder/Shoreline,","[1985]"
"Physical","Horizon","BOOK","2020","1","1","Orca : the whale called killer / Erich Hoyt.","Hoyt, Erich","Hoyt Erich Travel, Wildlife conservationists Travel, Killer whale, Killer whale Conservation, Killer whale British Columbia Pacific Coast, Pacific Coast B C Description and travel","Firefly Books,","2019."
"Physical","Horizon","SOUNDDISC","2020","1","1","The name of this band is Talking Heads.","Talking Heads (Musical group)","Rock music 1971 1980, Rock music 1981 1990","Sire/Warner Bros./Rhino,","[2004]"
"Digital","OverDrive","AUDIOBOOK","2020","1","40","The Ten Thousand Doors of January (Unabridged)","Alix E. Harrow","Fantasy, Fiction, Literature","Blackstone Audio, Inc.","2019"
"Physical","Horizon","SOUNDDISC","2020","1","1","Songs for a blue guitar / Red House Painters.","Red House Painters (Musical group)","Rock music 1991 2000, Popular music 1991 2000","Supreme Recordings : Island Records : Distributed by ILS,","[1996]"
"Digital","OverDrive","EBOOK","2020","1","10","The Family Next Door: A Novel","Sally Hepworth","Fiction, Literature, Thriller","Macmillan Publishers","2018"
"Digital","OverDrive","EBOOK","2020","1","1","Dead Level: Home Repair is Homicide Mystery Series, Book 15","Sarah Graves","Fiction, Mystery, Suspense","Random House, Inc.","2013"
"Physical","Horizon","VIDEODISC","2020","1","1","The longshots / Dimension Films ; a Cube Vision and Blackjack Films production ; directed by Fred Durst ; written by Nick Santora ; produced by Ice Cube, Matt Alvarez, Nick Santora.",,"Quarterbacks Football Drama, Girls Drama, Football teams Drama, Illinois Drama, Feature films, Comedy films, Sports films, Fiction films, Video recordings for the hearing impaired","Genius Products, LLC,","[2008]"
"Physical","Horizon","VIDEODISC","2020","1","1","King Lear / [written] by William Shakespeare ; producer [and director], Tony Davenall ; Thames Television.",,"Lear King of England Legendary character Drama, Kings and rulers Drama, Made for TV movies, Historical television programs, Fiction television programs","A & E Home Video ; FremantleMedia : Distributed by New Video,","[2005]"
"Physical","Horizon","BOOK","2020","1","2","George and his shadow / Davide Cali & Serge Bloch.","Calì, Davide, 1972-","Shades and shadows Juvenile fiction, Shadows Fiction, Picture books","Harper, an imprint of HarperCollinsPublishers,","[2017]"
